,endpoint_COLD HL 1,endpoint_COLD HL 2,endpoint_COLD HL 3,endpoint_COLD 1,endpoint_COLD 2,endpoint_COLD 3,endpoint_T1,endpoint_T 2,endpoint_T 3,endpoint_HEAT HL 1,endpoint_HEAT HL 2,endpoint_HEAT HL 3,endpoint_HEAT DROUGHT 1,endpoint_HEAT DROUGHT 2,endpoint_HEAT DROUGHT 3,endpoint_HEAT 1,endpoint_HEAT 2,endpoint_HEAT 3,endpoint_DROUGHT 1,endpoint_DROUGHT 2,endpoint_DROUGHT 3,endpoint_Humidity 1,endpoint_Humidity 2,endpoint_Humidity 3,endpoint_HL 1,endpoint_HL 2,endpoint_HL 3,recovery_COLD HL 1,recovery_COLD HL 2,recovery_COLD HL 3,recovery_COLD 1,recovery_COLD 2,recovery_COLD 3,recovery_T1,recovery_T 2,recovery_T 3,recovery_HEAT HL 1,recovery_HEAT HL 2,recovery_HEAT HL 3,recovery_HEAT DROUGHT 1,recovery_HEAT DROUGHT 2,recovery_HEAT DROUGHT 3,recovery_HEAT 1,recovery_HEAT 2,recovery_HEAT 3,recovery_DROUGHT 1,recovery_DROUGHT 2,recovery_DROUGHT 3,recovery_Humidity 1,recovery_Humidity 2,recovery_Humidity 3,recovery_HL 1,recovery_HL 2,recovery_HL 3,CONT 1,CONT 2,CONT 3
AT2G01450,10.40285195,10.51430315,10.40201986,10.37697934,10.30581976,10.10910727,10.45501136,10.13745935,10.52703696,10.28661268,10.27934728,10.09500919,10.93375122,11.12814317,11.35360621,10.29831845,10.16678017,10.048419,10.59670907,10.44750597,10.77192186,10.23990688,10.30600038,10.35584505,10.50316155,10.16948036,10.19262609,10.11400784,9.927500947,10.07022518,10.02038583,10.17656861,10.20695007,9.976822183,10.05314073,10.54316477,10.05860438,10.08202798,10.5750468,10.1163899,10.1267788,10.33465227,10.0736833,10.09959293,10.10411493,10.12372484,10.52968995,10.37607837,10.11637919,10.01388379,10.00883119,10.14781797,10.47193584,10.3784746,10.30491007,10.04543996,10.24818055
AT2G01460,8.549084426,8.554203464,8.542321267,8.623105548,8.301200261,8.261069997,9.047100373,8.55958763,9.134006882,8.489609946,8.186563392,8.097608495,9.517588519,9.534376443,9.79309103,8.491732948,8.449593337,8.219994708,9.250123148,9.050059096,9.475203507,8.139950742,8.188965729,8.256250813,8.35841192,8.25912466,8.178231529,8.276283968,8.409093063,8.104825991,8.216964348,7.993472074,8.207652118,8.22248575,7.977603686,8.58074954,8.242018262,8.025959638,8.37153095,8.218607878,8.17850866,8.343131483,8.107285037,8.279408798,8.195706998,8.506843591,8.461775017,8.297421781,8.214549299,8.21466296,8.328151432,8.318906601,8.508470533,8.305505802,8.311286082,8.165425292,8.209505627
AT2G01470,9.746975528,9.787248743,9.822237747,9.642550234,9.596663794,9.527680931,9.992363926,9.289257809,10.06193944,9.303165692,9.29079089,9.163440721,10.82049687,10.87226917,11.22556126,9.387902221,9.25096122,9.205855823,10.56352371,10.18736852,10.86808824,9.334649239,9.176413747,9.097203455,9.479288748,9.256348634,9.397202253,9.142579657,9.263753891,9.10898858,9.033071608,9.245622589,9.315310306,9.016695981,9.136412329,9.416279447,9.210609036,9.099840777,9.421783597,9.298481692,9.209257959,9.206284139,9.137062243,9.290853705,9.092033914,9.277107618,9.522467506,9.351165185,9.257383538,9.275036645,9.324419834,9.345211475,9.435808734,9.374336217,9.268063476,9.10763775,9.131746973
AT2G01480,8.22987209,8.262769736,8.435539713,8.194195745,8.071215534,8.029379542,8.102649732,7.933376594,8.274423229,8.016187752,7.948126852,7.735193886,8.46736199,8.770605522,8.862433953,7.883523642,8.000231959,7.744823982,8.372264914,7.885063508,8.205000419,7.91940439,8.01002073,7.764367665,7.969072484,7.777807795,7.742452096,7.841882637,7.98784316,7.796496204,7.747320039,7.661784033,7.711046279,7.748989872,7.748852664,7.784063216,7.695118685,7.756658501,7.898459116,7.787992378,7.772078998,7.809668192,7.801760427,7.57159431,8.004986569,7.803945143,7.937987772,7.694917139,7.633554992,7.706082783,7.728071675,7.893529057,7.795457907,7.862189007,7.947921251,7.740561136,7.81771347
AT2G01490,9.797483957,9.691866956,9.837555231,9.699129579,9.610406869,9.599257327,10.18428519,9.559299871,10.41292085,9.484057868,9.441738335,9.430747243,11.17399816,11.37783022,11.83580363,9.591296292,9.45789765,9.585339435,10.59577961,10.29649618,10.92485277,9.404363946,9.434065608,9.628462187,9.709266408,9.460211507,9.520515718,9.182185396,9.4092866,9.266650684,9.426530751,9.336831497,9.330080473,9.211936111,9.375755878,9.542412673,9.344182216,9.362276573,9.452461141,9.312891644,9.378165328,9.489604579,9.445925523,9.484569734,9.476143088,9.610291453,9.707447995,9.445707014,9.372528847,9.439588394,9.400304102,9.338751257,9.488728484,9.44496394,9.311188307,9.321423191,9.360943329
AT2G01500,-2.206833405,-2.220973238,-2.22122457,-2.22122644,-2.22162808,-2.221374262,-2.221692459,-2.22218408,-2.221224501,-2.222092536,-2.222194234,-2.221926938,-2.221158157,-2.221171721,-2.220542222,-2.222330783,-2.222095542,-2.222573663,-2.221199506,-2.221838569,-2.220994267,-2.221894968,-2.22212018,-2.22188568,-2.221790514,-2.221901088,-2.218201821,-2.222139364,-2.208484526,-2.222385833,-2.222541744,-2.221946831,-2.222282137,-2.222092061,-2.222008135,-2.221865202,-2.222162481,-2.222155643,-2.222194285,-2.222138886,-2.222186242,-2.222072661,-2.222004123,-2.222271945,-2.222013377,-2.2219653,-2.2217597,-2.222141672,-2.221899193,-2.222381255,-2.222053886,-2.221853765,-2.222172851,-2.222016628,-2.22222493,-2.222004665,-2.221942368
AT2G01505,6.588225061,6.602887889,6.597191531,6.584613711,6.415742569,6.108314352,6.406134358,6.378733093,6.614685289,6.340172247,6.130100773,6.186544169,6.381778311,6.031613678,5.832352125,6.387828474,6.235573683,6.382529776,6.359866776,6.141892363,6.193245178,6.119163741,6.326046039,6.069699434,6.462209388,6.277624965,6.262147469,6.163590525,6.589742529,6.445993589,6.366462304,6.160711342,6.445899503,6.225012908,6.060798494,6.538511057,6.270557542,6.228774795,6.244593287,6.133031881,6.126209836,6.34665945,6.462925153,6.24724083,6.317774093,6.3049578,6.277029833,6.378635978,6.272041943,6.305169251,6.282605346,6.408714927,6.160089995,6.100674094,6.287468008,6.075909231,6.335133772
AT2G01510,5.897862357,5.584645462,5.573203537,5.511761908,5.376656733,5.078966717,5.209292063,5.18321235,5.170251523,5.155308274,5.174109785,5.104965095,5.029743178,5.250594311,5.238016909,5.068446994,5.211099319,5.13759833,5.007909211,4.905246627,5.030359999,5.040043428,5.032656676,5.147504191,4.957305853,4.980831079,5.126839936,5.003837863,5.465426566,4.999793295,5.040702473,5.066254253,5.048947403,4.806080893,4.803242303,4.739376742,4.956243726,4.831638305,4.87718498,4.995342536,4.943499161,4.84129934,4.892884823,4.938815978,4.922542887,4.96999271,4.761785863,5.08458178,5.057726367,4.954409154,5.010514622,5.009103259,5.100872569,5.026243382,4.928561671,4.963465537,5.075921162
AT2G01520,3.238077778,3.238222453,3.294691325,3.236694333,3.234640801,3.289565055,4.537861,3.619343269,4.229622455,3.612404032,3.332486035,3.273555922,4.568814576,4.479037468,4.217571046,3.836617868,3.304518546,3.313491973,4.423675361,3.631534652,4.038523137,3.274367946,3.398797943,3.623334079,3.233924095,3.496598466,3.359955665,3.302742703,3.898110225,3.231763823,3.413843798,3.233289562,3.297212415,3.304661265,3.695729134,3.314493596,3.232495677,3.232519484,3.232386076,3.268489632,3.232413622,3.232815374,3.233069748,3.297594549,3.271424317,3.310023469,3.23405543,3.232568393,3.233477448,3.293594226,3.595095032,3.254837675,3.301410868,3.233022647,3.232282211,3.233067699,3.273168616
AT2G01530,0.629708821,0.667716969,0.629637154,0.629636604,0.669202729,0.629594785,0.680130706,0.649133917,0.629637175,0.670271784,0.629414877,0.629464959,0.696783593,0.629652945,0.629879546,0.647582997,0.670205052,0.629355289,0.629644587,0.79812128,0.629709356,0.629471454,0.649848319,0.794343555,0.62949348,0.696239081,0.702081642,0.629424569,0.762083529,0.629383235,0.629359837,0.629460975,0.629399946,0.629433162,0.69254538,0.629477603,0.629420451,0.629421663,0.629414869,0.629424655,0.629416271,0.650395535,0.629449738,0.629401641,0.629447956,0.629457314,0.701423892,0.629424156,0.629470589,0.629383953,0.691025241,0.629479993,0.62941862,0.692260577,0.629409582,0.629449633,0.629461865
AT2G01540,6.995753463,7.258936697,6.993246697,6.846468271,6.936441021,7.085025868,8.051477735,7.336096775,8.38160639,6.896808481,7.10915364,6.992238075,9.281225749,9.621901799,10.05644393,7.510666237,7.295000828,6.929126075,8.750392358,8.529026417,9.24382342,7.185682139,7.215434666,7.126226958,7.537298154,7.257138522,6.960689629,7.080562231,7.513049079,6.843673562,7.09073018,6.788497433,6.914577008,7.081463843,6.951090731,7.549526437,6.937862515,7.027616336,7.12770798,6.820748829,6.851395767,7.259218865,7.000444204,7.079089451,7.095825643,7.3688636,7.616415384,7.07455038,6.83747607,6.94497928,6.961364988,6.940426586,7.665814399,7.380821594,6.888514054,6.786943634,6.790314701
AT2G01554,-0.732653144,-0.700310406,-0.717604605,-0.733702876,-0.720846639,-0.733770925,-0.733801902,-0.714911228,-0.733694046,-0.713930868,-0.733837905,-0.722832654,-0.733391993,-0.733453747,-0.730587744,-0.733846106,-0.71396383,-0.733859254,-0.733580248,-0.710948156,-0.732645828,-0.711645535,-0.733833193,-0.733816946,-0.733809734,-0.733818078,-0.733805947,-0.714438325,-0.675691058,-0.733849242,-0.733857625,-0.733821385,-0.733843255,-0.733831353,-0.73382569,-0.733815425,-0.733835908,-0.733835473,-0.733837908,-0.733834401,-0.733837406,-0.733830067,-0.712937673,-0.733842648,-0.723350169,-0.671915252,-0.733807318,-0.73383458,-0.73381794,-0.733848985,-0.733828809,-0.668155669,-0.733836564,-0.733826275,-0.697359019,-0.73382545,-0.733821066
AT2G01560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G01570,10.46493311,10.4682905,10.38919075,10.45381239,10.37233433,10.20472376,10.34693627,10.40269179,10.43143981,10.39270134,10.51740622,10.40029712,10.37204557,10.32082487,9.874181833,10.31057064,10.54505857,10.37703847,10.25552152,10.15621513,10.00996528,10.53846151,10.24108025,10.2951899,10.1961898,10.10341956,10.06759533,10.20326628,9.923962033,10.24467772,10.31267575,10.25662574,10.21747243,10.26665448,10.21811514,10.3692314,10.27050081,10.3221558,10.19814144,10.30908108,10.23072737,10.29403081,10.33103189,10.28078699,10.23081949,10.33962854,10.30377276,10.25254024,10.18154434,10.28520464,10.24231646,10.38555724,10.32141963,10.31318064,10.35834497,10.28945329,10.26604636
AT2G01580,0.755115782,0.7555824,0.717319994,0.717319404,0.717205359,0.717274533,0.81513269,0.717083383,0.797761247,0.758133275,0.717081482,0.717135224,0.78478388,0.751667038,0.765550794,0.735333863,0.758066192,0.733006189,0.813917772,0.717154788,0.824594403,0.717142193,0.717095593,0.717144241,0.717165829,0.740269048,0.790100192,0.717091882,0.854374376,0.734779394,0.733295036,0.782617246,0.735837611,0.717101103,0.71711806,0.763516692,0.737133824,0.775710678,0.717081473,0.73739932,0.717082978,0.717104954,0.717118891,0.754306973,0.717116978,0.71712702,0.742154077,0.717091439,0.717141265,0.717048297,0.717108719,0.717151356,0.717085498,0.73882957,0.717075799,0.717118778,0.717131903
AT2G01590,10.23400923,10.06210707,10.01444728,9.95718719,9.986834773,9.98895519,9.822737003,9.887363098,9.978114921,9.969361691,9.955601546,9.910080538,9.313375252,9.06908519,8.498961225,9.598491851,9.779164536,9.681516197,9.492449123,9.59544863,8.961238558,9.922561601,9.708969759,9.814044824,9.817868149,9.818142358,9.811599642,9.692873638,9.460663161,9.896981923,9.740310581,9.804890287,9.879838332,9.664409481,9.845509231,9.686134711,9.686148961,9.77765281,9.549917929,9.697591616,9.823882774,9.666750677,9.922994722,9.699900883,9.804245428,9.72404569,9.427513639,9.522233663,9.815566798,9.73349306,9.701652774,9.854998578,9.5508561,9.70379727,9.859703775,9.670983156,9.827891113
AT2G01600,10.03963495,10.02235112,9.961062316,9.996194218,9.943399072,9.844645358,10.20824594,9.677410429,10.45615281,9.801368814,9.730075438,9.536657896,11.10586133,11.17868385,11.60100268,9.764131908,9.759907869,9.608522741,10.70957434,10.29722151,11.17439968,9.805119671,9.626581926,9.909354651,9.840813498,9.520126417,9.665475836,9.598778053,9.581579492,9.494626621,9.636484789,9.534148542,9.665895631,9.504549083,9.581182062,10.05214366,9.479472992,9.619790647,9.823057211,9.574381735,9.492954753,9.957421726,9.601053613,9.535557109,9.633548986,9.837189459,9.937973578,9.818557677,9.568823752,9.540061312,9.666537518,9.630518201,9.991810733,9.870248492,9.774775398,9.470766061,9.547369965
AT2G01610,6.145379683,5.935715212,5.660812537,5.901327013,5.692180497,5.82948298,6.572712185,6.164055781,6.572689141,6.101202095,6.058500765,5.931304607,6.055636204,6.218605619,5.813305517,6.343673285,6.308971845,6.157323936,6.415575058,6.524101434,6.164915781,5.668158024,5.460710161,5.764837654,5.891686504,5.490709921,5.720974101,6.113062372,6.318206149,5.700561486,6.072266885,5.834596479,5.918562184,5.872120503,5.834742268,6.059244825,6.017893334,5.922393075,5.949234529,5.989507729,5.812304886,5.855672953,6.193929369,5.9511074,5.841101036,6.351426721,6.030185853,5.763222141,5.931737123,5.980944518,5.96404687,5.906457571,6.191707223,6.025820791,6.070312697,5.728636293,5.751626487
AT2G01620,8.576979736,8.591952362,8.672332364,8.716311527,8.652198549,8.417959399,9.025931925,8.573027622,9.207613648,8.621933532,8.532705561,8.589117363,9.07545973,9.040768512,9.165801321,8.53008959,8.557770991,8.565389216,8.981400163,8.984568766,9.061461097,8.591690711,8.534070091,8.574245846,8.641625191,8.556094491,8.648171999,8.507449901,8.531580264,8.478711252,8.381828325,8.453919474,8.444577253,8.426099538,8.442734974,8.532357059,8.189591239,8.557786224,8.379192846,8.505805416,8.43365187,8.486973136,8.446910498,8.455240232,8.424880008,8.483636729,8.44762197,8.458052108,8.484600692,8.609538447,8.633201429,8.469301442,8.454098289,8.541173091,8.639650384,8.457360868,8.319276715
AT2G01630,9.150262729,9.067908111,8.925942858,8.734593464,8.850659876,8.667188002,8.717237367,8.554216394,8.400206155,8.73982739,8.783627891,8.601050798,8.503474458,8.306224963,8.339419598,8.382986936,8.718182544,8.522919422,8.292645018,8.328225655,8.282049332,8.582510629,8.56422079,8.320492636,8.518352063,8.501358435,8.72747121,8.209695918,8.49354944,8.425852359,8.471176273,8.651963647,8.507587698,8.407208814,8.578113312,8.563555231,8.43072279,8.592774023,8.470153558,8.626544173,8.559996625,8.451954007,8.530516194,8.598159591,8.54898773,8.4793704,8.443016589,8.46840465,8.510809565,8.503781986,8.44092221,8.523299291,8.46975812,8.457613723,8.587041765,8.669319876,8.375590649
AT2G01640,8.039186314,7.990315182,8.018391013,7.663526681,7.708838978,7.431875671,6.988993031,7.149941904,7.218930359,7.165762589,7.038641799,6.904672531,7.115999065,7.412194838,7.203640847,7.068297656,7.049022871,6.8206229,7.163408077,6.95988398,7.105330597,7.034230455,7.000502568,6.606388335,7.142025328,7.157712615,7.133960871,6.924997662,7.302028478,6.910970465,7.137358011,7.130397309,6.880449126,6.904402701,7.126058473,7.129290196,6.817623337,6.951066576,7.1742706,6.862030838,6.878833818,6.906766027,6.826452743,7.124496087,6.954011861,7.188050909,6.974034539,7.022226579,7.037346583,7.015043745,6.985878782,7.026136041,7.05524485,7.126666005,6.915567258,7.014405695,7.144838491
AT2G01650,8.165882982,8.210340045,8.229281264,8.252535219,8.078176578,8.057695708,8.231431777,8.148356802,8.680112372,8.107945631,8.084524472,7.94478208,8.661416149,8.944259489,9.011948047,8.351909416,8.094357917,7.949618176,8.615268561,8.537155524,8.901854735,8.049214756,7.823680828,7.979734782,8.376387549,8.107143835,8.154581309,7.766904011,8.16471389,7.650653994,8.0313732,7.72290751,7.924695507,7.632061662,7.88802051,8.536089627,7.882281911,7.807436501,8.591098969,7.857939628,7.86835287,8.380882837,7.854835461,7.895221672,8.065907814,8.234183556,8.604099865,8.241799227,7.935885215,7.825760339,7.841519884,7.842604109,8.424246256,8.433786252,8.130512583,7.685741231,7.971011324
AT2G01660,6.546877935,6.38835411,6.419250596,6.672731399,6.210824186,6.298369414,6.436010145,6.347383008,6.232628756,6.306349508,6.363160094,6.494598705,6.308807633,5.476696387,5.461486297,6.260571504,6.462036267,6.278547138,6.380458133,6.402314659,6.082562693,6.284610801,6.253846465,6.210964761,6.424504892,6.464722731,6.25536662,6.253350532,6.571009936,6.223593151,6.284572971,6.243537059,6.124993428,6.273871206,6.127477622,6.347922064,6.177677477,6.306773263,6.491329744,6.16668567,6.265567313,5.825303077,6.362194418,6.30869261,6.264764695,6.331732564,6.276934708,6.441228831,6.30139115,6.371550982,6.439875389,6.424344647,6.100673434,6.263734355,6.232050792,6.128471985,6.089129287
AT2G01667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G01670,9.291380021,9.069016096,9.200148593,9.114890696,8.963170252,8.781402635,8.827506303,9.102257922,9.055200539,9.153285639,8.908378879,8.923147477,8.701756476,8.378787189,7.990890449,9.131599185,9.055843398,9.014016987,8.698988886,8.795002649,8.645232863,9.055322798,8.988597234,9.045459738,9.367661348,9.093997267,9.079825429,8.654993668,8.847494969,8.980346477,8.808293164,9.033258592,9.06579042,8.746489437,8.818099621,9.381973532,8.724041159,8.854673593,9.40600451,8.907191628,8.890941421,9.318229131,8.912835131,8.979270086,8.840950051,9.165573739,9.641752872,9.159679391,8.904522422,8.860890538,9.022767573,9.0966571,9.45098976,9.183846564,8.971836052,8.742898639,8.864675213
AT2G01680,9.311034008,9.400637291,9.431349691,9.133926567,9.063624273,8.985656221,9.850819966,9.223023948,9.879830796,9.292957133,9.136528321,9.09048065,10.19324069,10.08121292,10.10571873,9.277616465,9.270397049,9.202674709,10.00911167,9.805403142,10.04433823,9.067313307,9.088809187,8.861212319,9.39944512,9.119543532,9.264765851,8.91358891,9.051876505,8.937617798,8.886085105,9.00912598,9.153230018,8.815097188,9.054430446,9.445538315,8.957154065,9.04351656,9.343727423,9.018387404,8.952087678,9.07391726,9.174674077,8.81538282,9.111530598,9.233001694,9.342248021,9.249742326,8.828816457,8.89719321,9.071107024,8.973962359,9.120121683,9.204951557,9.05278485,8.79166249,8.774470524
AT2G01690,10.42692996,10.42479502,10.33220964,10.25921821,10.1208674,10.05285767,10.32838772,10.0367698,10.46684828,10.09259577,10.02471327,9.874098912,10.89018011,10.81562894,11.06334156,10.06291268,9.919783392,9.804462295,10.51133091,10.21846902,10.73558144,9.916034903,9.921978379,9.877550191,10.12417089,9.95898898,10.0106514,9.68724856,9.731394636,9.957443552,9.842771123,9.821277541,9.963558993,9.66831138,9.86680338,10.17475843,9.730661052,9.720438514,10.18741925,9.906628195,9.757535059,9.976506736,9.901665219,9.788095533,9.887739289,10.01697541,10.11507422,9.9567085,9.846963927,9.820391986,9.965057422,9.903078008,10.04317737,10.0692911,9.945610919,9.843417942,9.815051934
AT2G01710,8.376824465,8.438665208,8.357901721,8.194637633,8.129399406,8.183893463,8.464326061,8.162709075,8.61560814,8.170304053,8.024574437,7.839333409,8.942220258,8.94583164,9.011518363,7.988182141,8.079475125,7.96814533,8.626382103,8.332970024,8.827359337,7.991686618,8.030132907,8.076771824,8.01402533,7.871583172,7.903901239,7.850195427,8.153835609,7.978301635,7.888854714,7.987723727,7.950549737,7.975161281,7.917217588,8.189667414,8.027448213,7.821518518,8.077093601,7.81066379,8.069272071,8.016603798,7.974980394,7.987476591,7.917779265,8.117761994,8.016224947,8.032436159,7.956212855,8.045163554,8.077255489,8.066913445,8.268945943,8.107884349,8.064597629,7.779740402,7.998570268
AT2G01720,10.8467757,10.82462935,10.90238921,10.69291885,10.65241744,10.44755283,10.4971787,10.08030867,10.49102522,10.12778374,10.00977425,9.968431599,10.51285975,10.59487869,10.32660963,10.11779658,10.00824186,9.715425448,10.78413617,10.42363634,10.63625888,9.99259367,10.03787952,9.960605044,10.28355403,10.2075039,10.06233619,9.788009636,9.811632605,9.875706361,9.962926759,9.967655724,10.03607032,9.796684659,9.978774474,10.30174512,9.880451504,9.882614822,10.19243962,9.928801656,9.922897002,10.08972227,9.949118491,9.965137246,9.911056756,10.15547369,10.25781918,10.10107217,10.05451939,9.875323342,9.85998452,10.00007477,10.18051319,10.05762489,9.994574804,9.835842248,9.912409499
AT2G01730,5.837097554,5.421888548,5.29108327,5.57509464,5.190354159,5.091404892,5.52498665,5.053130682,5.003621138,5.369502101,5.25895899,5.034291766,5.460452855,5.262782541,5.357133983,5.292946686,5.184339382,4.995090264,5.233940837,5.031900573,5.187672926,5.178797606,5.097368929,5.114427355,5.041038824,4.825866623,5.089847693,4.884065926,5.466950465,5.064911938,4.866427097,4.973085605,4.883708029,4.967786031,4.825639047,4.751808697,5.008323741,4.90137929,5.154477889,4.863983914,4.906505411,4.998386115,4.98271482,5.036139268,4.813473578,5.080459088,4.815971895,4.8429788,4.85016255,4.954307323,4.809140159,5.067182245,4.898925881,4.92177991,4.812655643,4.881688908,5.049692936
AT2G01735,7.726757427,7.891432694,7.624730664,7.662163967,7.43729558,7.491576735,7.998629022,7.360065477,8.228408402,7.443989095,7.384840091,7.172011829,8.694298992,8.580280409,8.966571418,7.454700691,7.442654815,7.229697871,8.367739855,8.201176683,8.650093973,7.374033113,7.302110486,7.29273917,7.402204253,7.461644899,7.471197971,7.281671641,7.652036456,7.240548692,7.451500254,7.204407424,7.268995801,6.903070302,7.213014347,7.485518418,7.130919318,7.437209593,7.437317539,7.330054709,7.237012764,7.12816947,7.314038674,7.3616664,7.305781714,7.377070535,7.424594147,7.393302956,7.229134498,7.355352133,7.297073557,7.417596963,7.686012547,7.561102695,7.297115882,7.265386263,7.323089164
