gene_id,cold,cold_high_light,drought,heat,heat_drought,heat_drought_high_light,heat_high_light,high_humidity,high_light
AT5G27620,recovered,recovered,,,,,,,
AT5G27630,,recovered,,,,,,,
AT5G27640,recovered,recovered,,,recovered,,,,
AT5G27650,,recovered,recovered,,recovered,recovered,,,
AT5G27660,recovered,recovered,,,recovered,,,,
AT5G27670,recovered,recovered,recovered,,recovered,recovered,,,
AT5G27680,recovered,recovered,,,,,,,
AT5G27690,,,,,recovered,,,,
AT5G27700,recovered,recovered,,,,,,,
AT5G27710,,recovered,recovered,,recovered,recovered,,,
AT5G27720,recovered,recovered,recovered,,recovered,,,,
AT5G27730,,,recovered,,recovered,recovered,,,
AT5G27740,recovered,recovered,,,,,,,
AT5G27750,,recovered,recovered,,recovered,recovered,,,
AT5G27760,recovered,recovered,persistent_same_direction,,recovered,,,,recovered
AT5G27770,recovered,recovered,recovered,,,recovered,,,
AT5G27780,,,,,,,,,
AT5G27800,,,,,,,,,
AT5G27807,,,,,,,,,
AT5G27810,,,,,,,,,
AT5G27820,recovered,recovered,,,,,,,
AT5G27830,,recovered,persistent_same_direction,,recovered,recovered,,,
AT5G27840,,,recovered,,recovered,,,,
AT5G27850,recovered,substantial_reversal,,,,,,,
AT5G27860,,,recovered,,recovered,recovered,,recovered,
AT5G27889,,,,,,,,,
AT5G27890,recovered,recovered,,,,recovered,,,
AT5G27910,,,,,,,,,
AT5G27920,,,,,,,,recovered,
AT5G27930,recovered,recovered,recovered,recovered,recovered,recovered,recovered,,
AT5G27940,,,,,,,,,
AT5G27945,,,,,,,,,
AT5G27950,,,recovered,,recovered,recovered,,,
AT5G27970,,recovered,recovered,,recovered,,,,
AT5G27980,,,,,,,,,
AT5G27990,recovered,recovered,,,recovered,,,,
AT5G28000,,,,,,,,,
AT5G28010,,,,,,,,,
AT5G28020,recovered,recovered,recovered,,recovered,recovered,recovered,,
AT5G28030,recovered,recovered,recovered,,recovered,,,recovered,
AT5G28040,,recovered,recovered,,recovered,,,,
AT5G28050,recovered,recovered,,,,,,,recovered
AT5G28060,recovered,recovered,,,,,,,
AT5G28080,,,,,recovered,,,,
AT5G28090,,,,,,,,,
AT5G28150,recovered,recovered,recovered,,recovered,,,,
AT5G28180,,,,,,,,,
AT5G28190,,,,,,,,,
AT5G28210,,,,,,,,,
AT5G28220,,recovered,recovered,,recovered,recovered,,,
AT5G28235,,,,,,,,,
AT5G28237,,,,,recovered,,,,
AT5G28262,,,,,,recovered,,,
AT5G28290,recovered,recovered,,,recovered,,,,
AT5G28295,,,,,,,,,
AT5G28300,recovered,recovered,recovered,,recovered,recovered,,,
AT5G28310,,,,,,,,,
AT5G28320,,,recovered,,recovered,recovered,,,
AT5G28340,,,recovered,,recovered,,,,
AT5G28350,recovered,recovered,recovered,,recovered,recovered,,,
AT5G28370,,,,,,,,,
AT5G28380,,,,,,,,,
AT5G28390,,,recovered,,recovered,recovered,,,
AT5G28400,,,recovered,,recovered,recovered,,,
AT5G28410,,,,,,,,,
AT5G28420,,,,,,,,,
AT5G28442,,,,,,,,,
AT5G28450,,,,,,,,,
AT5G28460,,,,,,,,,
AT5G28463,,,,,,,,,
AT5G28470,,,,,,,,,
AT5G28490,recovered,recovered,recovered,,recovered,recovered,,,
AT5G28491,,,,,,,,,
AT5G28500,recovered,recovered,recovered,,recovered,,,,
AT5G28510,,,,,,,,,
AT5G28520,,,,,,,,,
AT5G28530,,,recovered,,recovered,recovered,,,
AT5G28540,recovered,recovered,persistent_same_direction,,recovered,recovered,,,persistent_same_direction
AT5G28590,,,,,,,,,
AT5G28610,,,,,,,,,
AT5G28620,,,,,,,,,
AT5G28630,,,,,recovered,,,recovered,
AT5G28640,recovered,recovered,,,,,,,
AT5G28646,,,,,,,,,
AT5G28650,,,,,,,,,
AT5G28660,,,,,,,,,
AT5G28680,,,,,,,,,
AT5G28720,,,,,,,,,
AT5G28730,,,,,,,,,
AT5G28740,recovered,recovered,recovered,,recovered,,,,
AT5G28750,recovered,recovered,,,,,,,
AT5G28770,recovered,recovered,recovered,,recovered,recovered,,recovered,recovered
AT5G28780,,,,,,,,,
AT5G28800,,,,,,,,,
AT5G28810,,,,,,,,,
AT5G28824,,,,,,,,,
AT5G28830,recovered,recovered,persistent_same_direction,,recovered,recovered,,,
AT5G28840,recovered,recovered,recovered,,recovered,,,recovered,
AT5G28850,recovered,recovered,recovered,,recovered,recovered,,,
AT5G28900,recovered,recovered,recovered,,recovered,recovered,,,
AT5G28910,,,recovered,,recovered,recovered,,,
AT5G28920,,,,,,,,,
AT5G28960,,,,,,,,,
AT5G29000,,recovered,recovered,,recovered,recovered,,,
AT5G29560,,,,,,,,,
AT5G30490,recovered,recovered,,,recovered,,,,
AT5G30495,recovered,recovered,recovered,,recovered,recovered,,,
AT5G30510,recovered,substantial_reversal,,,,,,,
AT5G32440,,,recovered,,recovered,recovered,,,
AT5G32450,,recovered,recovered,,recovered,,,recovered,
AT5G32460,,,,,,,,,
AT5G32470,recovered,recovered,recovered,,recovered,,,,
AT5G32613,,,,,,,,,
AT5G33280,,,recovered,,recovered,recovered,,,
AT5G33290,recovered,recovered,persistent_same_direction,,recovered,recovered,,,persistent_same_direction
AT5G33300,recovered,recovered,,,recovered,,,,
AT5G33320,recovered,recovered,,,,,,,
AT5G33330,,,,,,,,,
AT5G33340,,,,,,,,,
AT5G33370,,,recovered,,recovered,,,,
AT5G33390,,,,,,,,,
AT5G33399,,,,,,,,,
AT5G33406,,,,,,,,,
AT5G34581,,,,,,,,,
AT5G34780,,,,,,,,,
AT5G34830,,,,,,,,,
AT5G34850,,recovered,recovered,,recovered,recovered,,,
AT5G34869,,,,,,,,,
AT5G34870,,,,,,,,,
AT5G34871,,,,,,,,,
AT5G34930,,recovered,recovered,,recovered,,,,
AT5G34940,recovered,recovered,,,recovered,,,,
AT5G35080,,recovered,recovered,,recovered,recovered,,,
AT5G35090,,,,,,,,,
AT5G35100,,,,,,,,,
AT5G35110,,,,,,,,,
AT5G35120,,,,,,,,,
AT5G35160,recovered,recovered,recovered,,recovered,,,,
AT5G35170,,recovered,recovered,,recovered,recovered,,,
AT5G35180,,,recovered,,recovered,recovered,,,
AT5G35190,,,,,,,,,
AT5G35200,recovered,recovered,persistent_same_direction,,recovered,,,,
AT5G35210,,recovered,recovered,,recovered,recovered,,,
AT5G35220,recovered,recovered,recovered,,,,,,
AT5G35320,recovered,recovered,recovered,,recovered,recovered,,,
AT5G35330,,recovered,recovered,,recovered,recovered,,,
AT5G35360,recovered,recovered,,,,,,,
AT5G35370,,,,,recovered,,,,
AT5G35375,,,,,,,,,
AT5G35380,,,,,,,,,
AT5G35390,,,,,,,,,
AT5G35400,recovered,recovered,recovered,,,,,,
AT5G35405,,,,,,,,,
AT5G35407,,,,,,,,,
AT5G35410,,,recovered,,recovered,,,,
AT5G35430,recovered,recovered,recovered,,recovered,,,,
AT5G35450,,recovered,recovered,,recovered,recovered,,,
AT5G35460,,,recovered,,recovered,recovered,,,
AT5G35470,,,,,,,,,
AT5G35475,,,,,,,,,
AT5G35480,,,persistent_same_direction,,recovered,,,,
AT5G35490,,,recovered,,recovered,,,,
AT5G35510,,,,,,,,,
AT5G35520,recovered,,recovered,,,,,,
AT5G35525,,,,,,,,recovered,
AT5G35530,recovered,recovered,,,recovered,,,,
AT5G35550,,,,,,,,,
AT5G35560,,,recovered,,recovered,recovered,,,
AT5G35570,recovered,recovered,recovered,,recovered,,,,
AT5G35580,,,,,recovered,,,,
AT5G35590,recovered,recovered,recovered,,recovered,recovered,,,
AT5G35600,,,,,,,,,
AT5G35603,,,,,,,,,
AT5G35604,,,,,,,,,
AT5G35620,recovered,recovered,,,,,,,
AT5G35630,,,,,,,,,
AT5G35631,,,,,,,,,
AT5G35640,,,,,,,,,
AT5G35660,,persistent_same_direction,persistent_same_direction,,recovered,recovered,,,
AT5G35670,,,,,recovered,,,,
AT5G35680,recovered,recovered,recovered,,recovered,,,,
AT5G35688,,,,,,,,,
AT5G35690,,,recovered,,recovered,recovered,,,
AT5G35700,recovered,recovered,recovered,,recovered,,,,
AT5G35715,,,,,,,,,
AT5G35730,recovered,recovered,recovered,,recovered,recovered,,,
AT5G35732,,,,,,,,,
AT5G35735,recovered,recovered,persistent_same_direction,,persistent_same_direction,persistent_same_direction,recovered,recovered,persistent_same_direction
AT5G35740,recovered,recovered,recovered,recovered,recovered,recovered,,,
AT5G35750,,,,,,,,,
AT5G35753,,,recovered,,recovered,recovered,,,
AT5G35760,,,,,,,,,
AT5G35770,,,,,,,,,
AT5G35790,,recovered,recovered,,recovered,,,,
AT5G35830,,,,,,,,,
AT5G35840,recovered,recovered,recovered,,recovered,recovered,,,
AT5G35870,,,,,,,,,
AT5G35890,,,,,,,,,
AT5G35900,,,,,,,,,
AT5G35910,recovered,recovered,recovered,,recovered,recovered,,,
AT5G35917,,,,,,,,,
AT5G35920,,,,,,,,,
AT5G35926,,,,,,,,,
AT5G35930,,recovered,,,recovered,recovered,,,
AT5G35940,,,,,,,,,
AT5G35945,,,,,,,,,
AT5G35950,,,,,,,,,
AT5G35960,,,,,,,,,
AT5G35970,,,recovered,,recovered,,,,
AT5G35980,recovered,recovered,recovered,,recovered,recovered,,,
AT5G35995,,recovered,recovered,,recovered,recovered,,,
AT5G36000,,,,,,,,,
AT5G36001,,,,,,,,,
AT5G36100,,,,,,,,,
AT5G36110,,,,,,,,,
AT5G36120,recovered,recovered,recovered,,recovered,,,,
AT5G36130,,,,,,,,,
AT5G36140,,,,,,,,,
AT5G36150,,,,,,,,,
AT5G36160,recovered,recovered,recovered,,recovered,recovered,,,
AT5G36170,,recovered,,,,,,,
AT5G36180,,,,,,,,,
AT5G36200,,,,,,,,,
AT5G36210,recovered,recovered,recovered,,recovered,recovered,,,
AT5G36220,recovered,recovered,persistent_same_direction,,recovered,recovered,,,persistent_same_direction
AT5G36228,,,,,,,,,
AT5G36230,recovered,recovered,recovered,,,,,,
AT5G36240,,,,,,,,,
AT5G36250,,,recovered,,recovered,,,,
AT5G36260,,,,,,,,,
AT5G36280,,,,,,,,,
AT5G36290,,recovered,,,,,,,
AT5G36300,,,,,,,,,
AT5G36670,,,,,,,,,
AT5G36700,,,,,recovered,,,,
AT5G36710,,,,,,,,,
AT5G36722,,,,,,,,,
AT5G36740,,,,,,,,,
AT5G36790,,,recovered,recovered,recovered,,,,
AT5G36800,,,,,,,,,
AT5G36870,,,,,,,,,
AT5G36880,,recovered,recovered,,recovered,recovered,,,recovered
AT5G36890,recovered,recovered,,,,,,,
AT5G36900,,,,,,,,,
AT5G36910,recovered,recovered,recovered,recovered,recovered,persistent_same_direction,recovered,,
AT5G36920,,,,,,,,,
AT5G36925,,,,,,,,,
AT5G36930,recovered,recovered,,recovered,,recovered,,,persistent_same_direction
AT5G36940,,,recovered,,recovered,,,,
AT5G36950,recovered,recovered,,,recovered,,,,
AT5G36960,,,,,,,,,
AT5G36970,,,,,,,,,
AT5G37000,,,,,,,,,
AT5G37010,recovered,recovered,,,recovered,,,,
AT5G37020,recovered,recovered,recovered,,recovered,,,,
AT5G37030,,,,,,,,,
AT5G37050,,,,,,,,,
AT5G37055,recovered,recovered,recovered,,recovered,,,,
AT5G37060,,,,,,,,,
AT5G37070,,,recovered,,recovered,recovered,,,
AT5G37130,recovered,recovered,recovered,,recovered,,,,
AT5G37140,,,,,,,,,
AT5G37150,,,,,,,,,
AT5G37160,,,,,,,,,
AT5G37180,,,,,,,,,
AT5G37190,recovered,recovered,,,recovered,,,,
AT5G37210,,,,,,,,,
AT5G37240,,,,,,,,,
AT5G37250,,,,,,,,,
AT5G37260,recovered,recovered,recovered,,recovered,,,recovered,
AT5G37270,,,,,,,,,
AT5G37280,,,,,,,,,
AT5G37290,recovered,recovered,,,recovered,,,,
AT5G37300,recovered,recovered,recovered,recovered,recovered,recovered,recovered,recovered,
AT5G37310,recovered,recovered,recovered,,recovered,recovered,,,
AT5G37320,,,,,,,,,
AT5G37340,,,recovered,,recovered,recovered,,,
AT5G37350,recovered,recovered,recovered,,recovered,recovered,,,
AT5G37360,,recovered,recovered,,recovered,recovered,,,
AT5G37370,,recovered,recovered,,recovered,recovered,,,
AT5G37380,recovered,recovered,recovered,,recovered,recovered,,,
AT5G37400,,,recovered,,recovered,recovered,,,
AT5G37410,,,,,recovered,,,,
AT5G37415,,,,,,,,,
AT5G37420,,,,,,,,,
AT5G37430,,,,,,,,,
AT5G37440,,recovered,recovered,recovered,recovered,recovered,,,
AT5G37450,,,,,,,,,
AT5G37460,,,,,,,,,
AT5G37470,,,,,,,,,
AT5G37474,,,,,,,,,
AT5G37475,recovered,recovered,,,recovered,,,,
AT5G37478,,,,,,,,,
AT5G37480,recovered,recovered,recovered,,recovered,,,,
AT5G37485,,,,,,,,,
AT5G37490,,,,,,,,,
AT5G37500,,,recovered,,recovered,recovered,,,
AT5G37510,recovered,recovered,recovered,,recovered,,,,recovered
AT5G37520,,,,,,,,,
AT5G37530,recovered,recovered,recovered,,recovered,recovered,,,
AT5G37540,,,persistent_same_direction,recovered,recovered,persistent_same_direction,persistent_same_direction,,persistent_same_direction
AT5G37550,,recovered,recovered,,recovered,recovered,,,recovered
AT5G37560,,,,,,,,,
AT5G37570,recovered,recovered,recovered,,recovered,,,,
AT5G37590,recovered,recovered,recovered,,recovered,recovered,,,
AT5G37600,recovered,recovered,persistent_same_direction,recovered,persistent_same_direction,,,recovered,persistent_same_direction
AT5G37610,,,,,,,,,
AT5G37630,recovered,recovered,,,recovered,,,,
AT5G37650,,,,,,,,,
AT5G37660,,,recovered,,recovered,,,,
AT5G37667,,,,,,,,,
AT5G37670,,,recovered,,recovered,,,,
AT5G37680,recovered,recovered,recovered,,recovered,,,,
AT5G37690,,,recovered,,recovered,recovered,,,
AT5G37710,,recovered,recovered,,recovered,,,recovered,
AT5G37720,recovered,recovered,recovered,,recovered,recovered,,,
AT5G37730,,,,,,,,,
AT5G37740,recovered,,persistent_same_direction,,persistent_same_direction,recovered,,recovered,persistent_same_direction
AT5G37750,,,,,,,,,
AT5G37760,,,,,,,,,
AT5G37770,,recovered,,,,,,,
AT5G37780,recovered,recovered,recovered,,recovered,recovered,,,
AT5G37790,,,recovered,,,,,,
AT5G37800,,,,,,,,,
AT5G37820,,,,,,,,,
AT5G37830,,recovered,recovered,,recovered,recovered,,,
AT5G37840,,,,,,,,,
AT5G37850,recovered,recovered,,,,,,,
AT5G37860,,,,,,,,,
AT5G37870,,,,,,,,,
AT5G37890,recovered,recovered,,,recovered,,,,
AT5G37900,,,,,,,,,
AT5G37910,,,,,,,,,
AT5G37920,,,,,,,,,
AT5G37930,,,recovered,,recovered,recovered,,,
AT5G37940,,,,,,,,,
AT5G37950,,,,,,,,,
AT5G37960,,,,,,,,,
AT5G37970,,,,,,,,,
AT5G37980,,,,,,,,,
AT5G37990,,,recovered,recovered,recovered,recovered,recovered,,
AT5G38000,,,recovered,,,recovered,,,
AT5G38005,,,,,,,,,
AT5G38010,,,,,,,,,
AT5G38020,,,recovered,recovered,recovered,recovered,,,
AT5G38030,,,recovered,,,,,,
AT5G38040,,,recovered,,recovered,,,,
AT5G38050,recovered,,recovered,,recovered,recovered,,,
AT5G38060,recovered,recovered,,,,,,,
AT5G38070,,,,,,,,,
AT5G38080,,,,,,,,,
AT5G38090,,,,,,,,,
AT5G38100,,,,,,,,,
AT5G38110,recovered,recovered,,,,,,,
AT5G38120,,recovered,,,,,,,
AT5G38130,,,,,,,,,
AT5G38140,recovered,recovered,recovered,,recovered,,,recovered,
AT5G38150,recovered,recovered,,,recovered,recovered,,recovered,
AT5G38155,,,,,,,,,
AT5G38160,,,,,,,,,
AT5G38180,,,,,,,,,
AT5G38190,,,,,,,,,
AT5G38197,,,,,,,,,
AT5G38200,,,,,,,,,
AT5G38210,,,recovered,,recovered,,,,
AT5G38220,,recovered,recovered,,recovered,,,,
AT5G38240,,,recovered,recovered,recovered,recovered,,,
AT5G38250,,,,,,,,,
AT5G38260,,,,,,,,,
AT5G38270,,,,,,,,,
AT5G38280,,,,,,,,,
AT5G38290,recovered,recovered,,,,,,,
AT5G38300,recovered,recovered,,,,,,,
AT5G38310,,,,,,,,,
AT5G38320,,,,,,,,,
AT5G38340,,recovered,,,,,,,
AT5G38344,,,,,,,,,
AT5G38350,,,,,,,,,
AT5G38360,,recovered,,,,,,,
AT5G38380,recovered,recovered,recovered,,recovered,recovered,,,
AT5G38386,,,,,,,,,
AT5G38390,,,,,,,,,
AT5G38396,,,,,,,,,
AT5G38400,,,,,,,,,
AT5G38410,recovered,,recovered,,recovered,,recovered,recovered,
AT5G38420,,,recovered,,recovered,recovered,,recovered,
AT5G38430,recovered,substantial_reversal,recovered,recovered,recovered,recovered,,,recovered
AT5G38450,,,,,,,,,
AT5G38460,recovered,recovered,recovered,,recovered,,,,
AT5G38470,recovered,recovered,recovered,,recovered,recovered,,,
AT5G38480,recovered,recovered,,,,,,,
AT5G38490,,,,,,,,,
AT5G38500,,,,,,,,,
AT5G38510,recovered,recovered,,,recovered,recovered,,,
AT5G38520,,,,,recovered,,,,
AT5G38530,recovered,recovered,recovered,,recovered,,,recovered,
AT5G38540,,,,,,,,,
AT5G38550,,,,,,,,,
AT5G38560,recovered,recovered,recovered,,recovered,,,,
AT5G38565,,,recovered,,,,,,
AT5G38580,,,,,,,,,
AT5G38590,,,recovered,,recovered,recovered,,,
AT5G38600,recovered,recovered,recovered,,recovered,,,,
AT5G38610,,,,,,,,,
AT5G38620,,,,,,,,,
AT5G38630,recovered,recovered,recovered,,recovered,recovered,,,
AT5G38640,recovered,recovered,recovered,,recovered,recovered,,,
AT5G38660,recovered,recovered,recovered,,recovered,recovered,,,
AT5G38670,,,,,,,,,
AT5G38680,,,,,,,,,
AT5G38690,recovered,recovered,,,,,,,
AT5G38700,,,,,,,,,
AT5G38710,recovered,recovered,,,recovered,,,,
AT5G38720,recovered,recovered,,,,,,,
AT5G38730,,recovered,,,recovered,,,,
AT5G38740,,,,,,,,,
AT5G38750,,,,,,,,,
AT5G38760,,,,,,,,,
AT5G38770,,,,,,,,,
AT5G38780,,,,,,,,,
AT5G38800,,,,,,,,,
AT5G38810,,,,,,,,,
AT5G38820,,,,,,,,,
AT5G38830,recovered,recovered,recovered,,recovered,,,,
AT5G38840,recovered,recovered,recovered,,recovered,,,,
AT5G38850,,,recovered,,recovered,,,,
AT5G38860,,recovered,recovered,,recovered,recovered,,,
AT5G38880,recovered,recovered,recovered,,recovered,,,,
AT5G38890,recovered,recovered,recovered,,recovered,recovered,,,
AT5G38895,,,recovered,,recovered,recovered,,,
AT5G38900,,,persistent_same_direction,recovered,persistent_same_direction,,,,persistent_same_direction
AT5G38910,,,,,,,,,
AT5G38930,,,,,recovered,,,,
AT5G38940,,recovered,,,recovered,recovered,,,recovered
AT5G38960,,,,,,,,,
AT5G38970,,,,,,,,,
AT5G38980,,recovered,persistent_same_direction,,,recovered,,,
AT5G38990,,recovered,persistent_same_direction,recovered,,recovered,,recovered,persistent_same_direction
AT5G39000,,,,,,,,,
AT5G39010,,,,,,,,,
AT5G39020,,,,,,,,,persistent_same_direction
AT5G39024,,,,,,,,,
AT5G39030,,,persistent_same_direction,,recovered,recovered,,,
AT5G39040,recovered,recovered,persistent_same_direction,,recovered,recovered,,,
AT5G39050,recovered,recovered,persistent_same_direction,recovered,persistent_same_direction,recovered,recovered,,persistent_same_direction
AT5G39080,,,,,recovered,,,,
AT5G39090,,,recovered,,recovered,,,,
AT5G39100,,,,,,,,,
AT5G39110,,,,,,,,,
AT5G39120,,,,,,,,,
AT5G39130,,,,,,,,,
AT5G39150,,,,,,,,,
AT5G39160,,,,,,,,,
AT5G39180,,,,,,,,,
AT5G39190,,,,,,recovered,,,
AT5G39210,recovered,recovered,recovered,,recovered,,,,
AT5G39220,recovered,recovered,recovered,,,,,,
AT5G39230,,,,,,,,,
AT5G39240,recovered,recovered,,,,,,,
AT5G39250,,,recovered,,recovered,,,,
AT5G39260,,,,,,,,,
AT5G39270,,,,,,,,,
AT5G39310,,,,,,,,,
AT5G39320,,recovered,,,recovered,,,,
AT5G39330,,,,,recovered,,,,
AT5G39340,recovered,recovered,recovered,,recovered,recovered,,,
AT5G39350,recovered,recovered,recovered,,recovered,recovered,recovered,,
AT5G39360,,,recovered,,recovered,recovered,,,
AT5G39370,,,,,,,,,
AT5G39380,,,,,recovered,,,,
AT5G39390,,,,,,,,,
AT5G39400,,,,,,,,,
AT5G39410,recovered,recovered,recovered,recovered,recovered,recovered,recovered,,recovered
AT5G39420,,,,,,,,,
AT5G39430,,,,,,,,,
AT5G39440,,,,,,,,,
AT5G39450,,,persistent_same_direction,,recovered,recovered,,,
AT5G39460,,,,,,,,,
AT5G39470,,,,,,,,,
AT5G39471,,,,,,,,,
AT5G39480,,,,,,,,,
AT5G39500,recovered,recovered,recovered,,recovered,,,,
AT5G39510,,recovered,recovered,,recovered,recovered,,,
AT5G39520,,,persistent_same_direction,persistent_same_direction,persistent_same_direction,persistent_same_direction,,,persistent_same_direction
AT5G39530,,,,,recovered,,,,
AT5G39550,recovered,recovered,recovered,,recovered,,,,
AT5G39560,,,,,,,,,
AT5G39570,recovered,recovered,recovered,,recovered,recovered,,,
AT5G39580,,,,,,,,recovered,
AT5G39590,recovered,recovered,recovered,,recovered,recovered,,,
AT5G39600,recovered,recovered,recovered,,recovered,recovered,,,
AT5G39610,,recovered,recovered,,recovered,,recovered,persistent_same_direction,
AT5G39620,,,,,,,,,
AT5G39630,,,,,,,,,
AT5G39640,,,,,,,,,
AT5G39650,,,,,,,,,
AT5G39660,,,recovered,,recovered,,recovered,,
AT5G39670,,,persistent_same_direction,recovered,persistent_same_direction,persistent_same_direction,,,persistent_same_direction
AT5G39680,,recovered,,,,recovered,,,
AT5G39690,,,,,,,,,
AT5G39693,,,,,,,,,
AT5G39710,,recovered,recovered,,recovered,,,,
AT5G39720,,,recovered,,recovered,,,,
AT5G39730,,,recovered,,recovered,recovered,,,
AT5G39740,recovered,substantial_reversal,recovered,,recovered,recovered,,,
AT5G39750,,,,,,,,,
AT5G39760,recovered,recovered,,,,,,,
AT5G39770,,,,,,,,,
AT5G39785,,recovered,,,recovered,,,,
AT5G39790,,recovered,recovered,,recovered,recovered,recovered,,
AT5G39800,recovered,recovered,,,,,,,
AT5G39810,,,,,,,,,
AT5G39820,,,,,,,,,
AT5G39830,recovered,recovered,,,,,,,
AT5G39840,recovered,recovered,,,recovered,,,,
AT5G39850,,recovered,persistent_same_direction,recovered,recovered,recovered,recovered,,
AT5G39860,,recovered,recovered,,recovered,recovered,,recovered,recovered
AT5G39865,,,,,,,,,
AT5G39870,,,,,,,,,
AT5G39890,,,,,,,,,
AT5G39900,recovered,recovered,,,,,,,
AT5G39910,,,,,,,,,
AT5G39920,,,,,,,,,
AT5G39930,,,,,,,,,
AT5G39940,,recovered,,,recovered,recovered,,,
AT5G39950,,,recovered,recovered,recovered,recovered,,,
AT5G39960,recovered,recovered,recovered,,recovered,recovered,,,
AT5G39970,,,,,,,,,
AT5G39980,recovered,recovered,,,,,,,
AT5G39990,recovered,recovered,,,recovered,,,,
AT5G40000,,,,,,,,,
AT5G40010,,,,,,,,,
AT5G40020,,recovered,recovered,,recovered,recovered,,,
AT5G40030,,,,,,,,,
AT5G40040,,,,,,,,,
AT5G40050,,,,,,,,,
AT5G40060,recovered,recovered,recovered,,recovered,recovered,,,
AT5G40070,,,,,,,,,
AT5G40080,recovered,recovered,,,,,,,
AT5G40090,,,,,,,,,
AT5G40100,,,recovered,,,,,,
AT5G40140,,recovered,,,,,,,
AT5G40150,recovered,recovered,,,recovered,,,,
